,open,high,low,close,volume
2007-05-03,1862.9664357712807,1872.1383749119595,1814.6139961119482,1823.5920835787165,128491954
2007-05-04,1819.676143301455,1875.1375705682763,1801.048494449668,1856.136682705,27085248
2007-05-07,1856.4376832694106,1888.5150133292634,1841.981865647429,1873.923039710212,46481150
2007-05-08,1872.1216452071237,1897.1538543389936,1850.0686314275652,1875.066155143365,48788285
2007-05-09,1884.5891722151114,1897.38084776297,1870.1589033913876,1882.939380957853,70090157
2007-05-10,1882.7891435453625,1903.8728491969857,1838.7323589534135,1859.5558958240733,46049110
2007-05-11,1854.3333718948911,1928.6632373591913,1841.3724079630583,1915.2763094515471,34964253
2007-05-14,1914.7623250941338,1946.253626183844,1891.2251421716799,1922.6198547137922,55735160
2007-05-15,1924.6169135859575,1950.36900536281,1901.3322364551766,1927.0548334394507,42235959
2007-05-16,1933.5041616005235,1956.9593359871274,1922.3065292972406,1945.691124508353,66228956
2007-05-17,1943.397339902591,1981.7212472614879,1921.321829508387,1959.4632404995377,33356054
2007-05-18,1953.2618216078629,1988.5906407071197,1931.8225976856834,1967.0006181909637,29990125
2007-05-21,1970.2140560038556,1979.2904459452577,1941.3792536724793,1950.3641992147564,96519312
2007-05-22,1944.9788586358186,1979.3212123825865,1927.9740951775016,1962.166181807627,155755397
2007-05-23,1960.4545628929523,2015.6800384893834,1954.128522713323,2009.1967160014356,124357268
2007-05-24,2008.161495534509,2068.1879150239743,1986.3385892759063,2045.9543101968259,48233809
2007-05-25,2045.6693764689992,2097.8762315602016,2036.9845713411084,2089.007436482533,84739902
2007-05-28,2091.886775834109,2098.5978561473294,2073.384684975644,2080.05781624749,35476894
2007-05-29,2077.2138185828408,2090.7202594864375,2043.333089265979,2056.7061856240343,64464368
2007-05-30,2055.580224331799,2072.578272283475,2037.10202875497,2054.0877349817943,37342109
2007-05-31,2054.02910986786,2079.7036346991367,2031.3337938991756,2056.9757606858548,93716574
2007-06-01,2057.5911994307835,2111.514511411867,2032.401292965959,2085.97709276954,87685396
2007-06-04,2086.3852232605223,2100.7706931582675,2032.992858826543,2047.1075118449694,141174972
2007-06-05,2048.8926132403017,2091.207423391421,2042.5318891672246,2084.735426407754,44583795
2007-06-06,2088.253790647659,2109.1178595996184,2063.5239209931115,2084.3489763369603,110116605
2007-06-07,2085.985749371024,2102.990147328539,2058.4218213626186,2075.339433399561,64409139
2007-06-08,2077.222121246277,2091.718874643649,2037.165738774045,2051.48286009562,51920683
2007-06-11,2044.9910526807664,2056.4280512124947,2000.3419067600105,2011.592115429847,59176229
2007-06-12,2011.7941907170825,2046.4744976626757,1996.6574808428854,2031.1918401596365,116866187
2007-06-13,2033.1397837972283,2047.5764980621611,2021.1711045599122,2035.5933750336594,46808024
2007-06-14,2038.561030766573,2059.089582277665,1985.9450497245161,2006.1471900124216,48013973
2007-06-15,2003.3692748919575,2019.273897282795,1959.6696897049503,1975.3518837939391,17799528
2007-06-18,1972.7482148476481,1994.9780841963236,1945.290282689097,1967.4605683104635,46455690
2007-06-19,1965.2015274287419,2024.4051259327534,1949.6067902972331,2008.4670578177022,57065741
2007-06-20,2010.6217971122767,2020.4389076219957,1996.0964526258779,2005.8904618036358,34154662
2007-06-21,2010.0381660970597,2032.1705331737226,1949.7754168891568,1971.4832590137225,30207656
2007-06-22,1969.8766574532399,1985.7778769938338,1949.683836027199,1965.5501310224597,19814296
2007-06-25,1969.1194219114857,1978.1151675208325,1951.4445830900254,1960.4004970726235,37326282
2007-06-26,1960.8846368311529,1978.0131172781048,1882.652197814782,1899.2422269975925,101759537
2007-06-27,1898.7701294051883,1910.3092738093026,1884.9909900826167,1896.5164384288378,23833612
2007-06-28,1895.714651095489,1916.461458630121,1871.932540261937,1892.6457616987764,74182749
2007-06-29,1895.4719033684773,1923.288401948446,1882.1410544259682,1909.8563869703594,77609999
2007-07-02,1911.1000007160528,1974.2433051855649,1892.43922991427,1955.1523886487732,170452014
2007-07-03,1964.051559690799,1992.5362593041036,1957.265050415423,1985.6750330987545,84032245
2007-07-04,1982.290550706372,1995.2039264015755,1969.484471134358,1982.3971581197163,80585021
2007-07-05,1984.4513248031585,2008.9244008272567,1933.5095891800386,1957.6521668840526,60091694
2007-07-06,1955.580183876903,2040.7698846806977,1934.8811442016818,2019.3953864278253,50021437
2007-07-09,2015.884518165812,2033.8944757156667,2007.6205849972525,2025.5907527312497,76563676
2007-07-10,2025.5467279866764,2038.563643535074,2014.8566205509999,2027.8613205121562,93351659
2007-07-11,2028.4183840726882,2040.7749824672628,2016.657293612086,2029.010459062271,54449363
2007-07-12,2040.8524683914225,2059.22760115734,2017.1974054661123,2035.5245676486445,95389256
2007-07-13,2034.7749009849388,2055.264977605268,2013.471825053707,2033.953631533701,211373910
2007-07-16,2029.356169271466,2049.640124170819,2001.3328819640653,2021.538699169615,51803227
2007-07-17,2022.642502631021,2038.0120382603407,1994.0400587418019,2009.3082710043827,52537322
2007-07-18,2000.9710882307852,2030.833685466653,1979.7443759706296,2009.5163235947496,47749308
2007-07-19,2009.1467462833325,2022.9511532274803,1984.334601244581,1998.0628531885584,53457902
2007-07-20,1998.12689223109,2005.5975003510864,1974.6523941874252,1982.0629423206876,92164557
2007-07-23,1985.2128382666667,2001.5558226403125,1969.0444342659398,1985.386008270616,52224426
2007-07-24,1989.2520402533262,2013.1688450764977,1957.2521291462185,1981.0705680153926,54960351
2007-07-25,1979.075354113463,2039.5973826727268,1958.4337238137857,2018.5440959019115,44132575
2007-07-26,2017.9360538419287,2034.6587029901323,1942.5087165159084,1958.7408143308805,63850968
2007-07-27,1955.7395500516282,2000.9543778212235,1938.2003670650793,1983.1692041441588,38877855
2007-07-30,1978.6949263060733,2039.705409975129,1955.3352053752244,2015.9063846968127,27084167
2007-07-31,2017.1558224254877,2030.839053599436,1956.1931754583366,1969.5534997061347,62543292
2007-08-01,1964.5367099573077,1975.9584112463763,1949.359009781891,1960.7587462111678,134520316
2007-08-02,1959.1327795677464,1983.1760713521503,1929.1936391979739,1953.163675658141,43252324
2007-08-03,1949.2762003992689,1970.9802824057658,1900.2194496500317,1921.6155459994295,29708120
2007-08-06,1923.7281055117292,1934.7519060058692,1892.8267274693333,1903.735964280721,130300590
2007-08-07,1910.5948588149438,1924.23231421134,1865.745191739223,1879.1582587841294,51152090
2007-08-08,1874.2664791692914,1932.1439360903546,1861.801142737012,1919.3785690149732,80182248
2007-08-09,1912.2652810868487,1952.4236591298873,1904.6335129852969,1944.6625947495024,34727785
2007-08-10,1944.1768690404724,2001.3207444036318,1920.694725127094,1977.4368796549493,50244861
2007-08-13,1977.4989624562618,2010.9736891696987,1964.5599409176687,1997.9011734284707,100715549
2007-08-14,1998.7748927995738,2021.2676879647122,1951.3984952787953,1973.6080809914843,53378563
2007-08-15,1971.8463574403268,1980.5097872120355,1952.9756883653693,1961.594074091706,53711337
2007-08-16,1960.8069283724944,1989.8747365555096,1945.162222238058,1974.1237791557771,23753408
2007-08-17,1975.574801236848,1980.9871133264828,1942.2247541532097,1947.5603173748202,74109204
2007-08-20,1951.612921213792,1984.4607410649216,1931.8192632015287,1964.5360143944738,33753426
2007-08-21,1956.854486956098,1977.593945869585,1940.594711055524,1961.2972543968788,87520513
2007-08-22,1959.8500545792567,1977.010297508779,1936.7887469351422,1953.8968643511428,55324376
2007-08-23,1954.732385015247,1977.791738655158,1948.8345492115973,1971.8422787291906,57837223
2007-08-24,1968.2220705413215,1994.0272660777373,1959.1478123725003,1984.8762258692818,73574162
2007-08-27,1991.7485407593656,1998.2083961767,1972.1134758760911,1978.530460979969,60319638
2007-08-28,1976.0161053734885,2018.3511184119266,1965.3670716990418,2007.5322397773891,118066699
2007-08-29,2007.3664469765206,2024.979863209416,1967.272266904754,1984.6866820331857,109075718
2007-08-30,1986.8937413342237,2016.188322498837,1970.6769930941746,1999.8656989587646,27205007
2007-08-31,1997.5007186238827,2033.915466765147,1980.2792697415407,2016.5299573352008,45909267
2007-09-03,2009.0826175965901,2027.5725391282072,1993.024999232417,2011.4956346942029,75966347
2007-09-04,2009.7711612748337,2031.3159079303628,1999.259479374177,2020.746820173153,31209468
2007-09-05,2024.9072976330467,2034.9206160341166,1982.8315155428083,1992.6854947126571,22828108
2007-09-06,1991.3428426478888,2022.9067794743094,1983.6351573430074,2015.1071122626622,34189573
2007-09-07,2011.695800700796,2035.5045657454648,1989.5858380636369,2013.3761350429502,47202190
2007-09-10,2017.1035877139204,2034.5813739418566,1984.9521068081324,2002.3016371901183,6551679
2007-09-11,2000.9770149584215,2037.58498687241,1992.242529930453,2028.7293598029669,28647843
2007-09-12,2026.6594033612205,2035.3174824294088,2005.9783820137213,2014.5848775751826,20547830
2007-09-13,2015.1870615313771,2037.818329669723,1959.4580002764199,1981.7133466798293,88708803
2007-09-14,1984.768158634545,2004.471564719457,1925.686959337107,1944.9955302648634,79659589
2007-09-17,1954.2603746120458,1976.74110465382,1936.4883487463685,1958.92664377927,57472401
2007-09-18,1962.167633483243,1975.0564083973475,1918.604466541235,1931.2904201233705,52563866
2007-09-19,1935.7703957552947,1982.665596801275,1925.8597243484899,1972.5665381368794,65655831
2007-09-20,1970.570434149776,1994.7976273901063,1903.775459744231,1927.4727886531189,30351787
2007-09-21,1923.5181229351122,1987.0057066518464,1903.374279919,1966.4126551191819,93547329
2007-09-24,1966.6577934285851,1985.8475282859688,1955.806184334256,1974.9501636158407,52380461
2007-09-25,1975.373474099194,1997.0544779459303,1952.992664269724,1974.6659020547925,79108682
2007-09-26,1970.4064973841837,1990.2865580538723,1943.5426823586745,1963.3515635469253,77496338
2007-09-27,1962.6632339681887,1984.5877527773716,1951.9258851555421,1973.789534140561,65305759
2007-09-28,1975.365871946704,1988.7302661350745,1961.6389004492312,1975.0008249013974,58468140
2007-10-01,1976.4243794062968,2011.718179919911,1967.8080892287269,2002.9860930366149,56330882
2007-10-02,2005.006256151047,2016.0040969043218,1997.7671320532797,2008.7514506901243,48450106
2007-10-03,2009.9204023376508,2033.8718777748059,1990.3686597734113,2014.2777486004823,63656495
2007-10-04,2012.2352360790514,2022.6487920236132,1997.0002067679793,2007.388681216454,55430368
2007-10-05,2005.325484614044,2028.7580642939633,1983.8673114522348,2007.2789874916525,39193564
2007-10-08,2002.4657275952188,2041.429105666452,1977.5228400472022,2016.3137262409339,67821575
2007-10-09,2023.5110590604559,2030.1202471164052,1970.922951237061,1977.3814709180529,57528070
2007-10-10,1977.4346639216035,1991.7322111173373,1931.2428593012169,1945.3081203021068,91552913
2007-10-11,1944.433303351482,1983.3504562269252,1923.9766485761506,1962.701607463807,20222879
2007-10-12,1959.0557240412743,1989.6390994562623,1938.702097032605,1969.1802832489345,50913763
2007-10-15,1980.74196256819,2000.7474001039977,1946.8701015739696,1966.7340596887532,34798404
2007-10-16,1962.5121580923703,1980.4131133846536,1950.7568096607129,1968.6211722674902,38598431
2007-10-17,1966.932694055428,1992.4523089374334,1953.0883742511853,1978.5263865511056,66148156
2007-10-18,1980.1718748572896,1996.903700620809,1951.19218829135,1967.8196415923558,24385599
2007-10-19,1970.1818633186158,1994.2957187139718,1926.6837476174555,1950.5574113812465,53441672
2007-10-22,1954.2944143210477,1967.145755613515,1943.007440265033,1955.849798478745,50766809
2007-10-23,1962.9206199500431,1985.9485032237208,1912.13226741798,1934.830614509776,29578513
2007-10-24,1936.7892731648838,1954.938426283091,1926.7304240841243,1944.8377767421925,54112188
2007-10-25,1940.7301595558356,1964.7772514066392,1883.887298873702,1907.5229284025947,34166526
2007-10-26,1906.5426709675728,1948.6703521271772,1888.9974510927852,1930.9009716564221,150019437
2007-10-29,1932.0897593108107,1958.4957997625993,1918.304077067296,1944.6207077632787,91195570
2007-10-30,1952.6645381405735,1969.7175617756945,1935.8054194260756,1952.8567832354488,51710093
2007-10-31,1947.3973554150798,1988.3569309978084,1937.2215972479712,1978.0211539382724,40291830
2007-11-01,1982.7785974714018,2031.4520848642726,1972.3853904111243,2020.8592688797078,64331420
2007-11-02,2021.586432122313,2056.890731393387,2014.2368627906087,2049.4398995153574,73388038
2007-11-05,2052.8740661712204,2060.347560320634,2000.3678452697663,2007.6767986321488,56785970
2007-11-06,2007.2672537798028,2019.2641229314038,1964.8172603881392,1976.6310254604232,30097714
2007-11-07,1973.3006685132873,1993.28735242969,1942.0355114952508,1961.9067919083152,45025505
2007-11-08,1964.8530767198483,1981.71094960377,1946.5126067323945,1963.3576492800503,51988864
2007-11-09,1965.9274136060383,1984.2174578128277,1958.9958570783483,1977.24599371921,57809927
2007-11-12,1981.0899852015616,2002.9262826110933,1940.7314155842676,1962.3612783461833,58481155
2007-11-13,1962.3090613436043,1984.346217379562,1945.6025972538323,1967.5947526253542,72055677
2007-11-14,1965.2343392941675,1989.0304888884004,1928.0284863934273,1951.6602736568948,97795948
2007-11-15,1945.5758283503328,1963.478734380278,1920.3187626872634,1938.1533683186726,82955544
2007-11-16,1941.329510437782,1949.583555537835,1898.468792020142,1906.5750699753276,67167058
2007-11-19,1908.1914242146324,1922.0025962640827,1871.881666943361,1885.5288107672147,26660178
2007-11-20,1881.8867888088075,1898.795496394813,1838.9734536868275,1855.646391937356,90485953
2007-11-21,1853.6475873500654,1858.805634267525,1828.9413984169264,1834.0448979693833,75295937
2007-11-22,1832.3327847340997,1862.7012030820852,1827.4787471138654,1857.7797538288028,43997260
2007-11-23,1852.2696369228422,1859.2972035045038,1832.4080454818563,1839.3867339430483,50749030
2007-11-26,1836.37866563726,1908.5187416616725,1827.1662069789952,1898.9921733039098,51666700
2007-11-27,1894.6859033570504,1927.8592408363775,1881.8105819073178,1914.8469154059733,40169654
2007-11-28,1913.2672470788066,1935.6027533441927,1899.1580400276578,1921.4333263196029,20863594
2007-11-29,1918.5946103368842,1926.0392871285858,1896.205913300707,1903.5923772862147,28609867
2007-11-30,1897.3980689558764,1938.0293502941095,1879.8776549648314,1920.29748502343,31777845
2007-12-03,1928.065434889421,1944.3795303884353,1893.2822126387682,1909.4387002463159,18692230
2007-12-04,1914.22199973724,1924.6442512979286,1902.8074215239603,1913.2242406445964,28656774
2007-12-05,1910.2433629622265,1979.8935396998559,1905.2068175381098,1974.6870820411345,88466390
2007-12-06,1975.7629760668215,1983.5920205054392,1969.2894298634164,1977.1140475445027,63750828
2007-12-07,1978.764799731393,2019.1716854014744,1966.0671693918691,2006.2973799332322,30769704
2007-12-10,2011.0767247926472,2019.2009589430722,1984.4415034129254,1992.4906546069105,35442484
2007-12-11,1989.2285288760415,2005.049879509411,1976.7596544459577,1992.5601220004266,92445087
2007-12-12,1996.9122988538857,2054.875261888027,1979.375762418023,2036.986798170323,91309662
2007-12-13,2034.7546464276888,2050.9764720345233,2009.4203461495167,2025.568939865623,51778085
2007-12-14,2020.1571770779867,2081.146969164372,2010.4366679404181,2071.1809459562937,89965103
2007-12-17,2074.180581644139,2105.2749007871503,2061.863630841014,2092.847103976083,34092281
2007-12-18,2098.2498240357977,2116.3793571368606,2063.5303011334668,2081.51524222677,56019674
2007-12-19,2092.2887861745694,2121.791635227651,2069.04649099216,2098.4805584317974,23923173
2007-12-20,2093.445358143295,2147.0014852041922,2072.443632977746,2125.6764137572764,41673395
2007-12-21,2128.64776793665,2161.921715741078,2111.546211197858,2144.69126553825,50706863
2007-12-24,2142.9334712419086,2156.0545028449033,2094.3776368684357,2107.280367010539,21530995
2007-12-25,2110.5818798725672,2123.563040688289,2075.958901930999,2088.8061307233847,67261033
2007-12-26,2082.6629955438316,2106.890247673285,2059.1410391576887,2083.3604145165395,73121600
2007-12-27,2078.0988053898627,2088.919002648481,2072.0880380914973,2082.8943645034446,82895646
2007-12-28,2079.6622339099777,2126.1209086494127,2053.9163763916094,2100.1217656786193,160636886
2007-12-31,2100.4534339006464,2126.4241916960937,2081.2474041846717,2107.1568674322234,61582650
2008-01-01,2104.4551498454866,2124.050525105768,2056.339919232649,2075.6672394060543,48423322
2008-01-02,2078.403194427353,2091.2626672644133,2072.4174381769294,2085.2571717076535,22443061
2008-01-03,2089.539850442274,2120.7474565218786,2071.663225311221,2102.757748404236,60824898
2008-01-04,2105.2792810454816,2135.0839666719953,2089.8101507847296,2119.510270225018,66137732
2008-01-07,2126.3723442801665,2157.3975756788186,2118.807159997189,2149.7492213979654,25381406
2008-01-08,2151.537067343782,2186.127908655703,2140.1786295954125,2174.6474660259137,44344085
2008-01-09,2169.3548233308006,2214.642775186835,2144.617356673791,2189.673610462832,50279090
2008-01-10,2195.6443096084718,2213.2092097389595,2172.8132346538614,2190.335666252461,65156086
2008-01-11,2187.6846756794553,2202.198138430452,2134.60606952558,2148.861976052321,76718563
2008-01-14,2152.774703444859,2166.601071150043,2145.828083621387,2159.6323230119133,38234733
2008-01-15,2166.429697575718,2188.19117237623,2145.542682485354,2167.2958069390434,55296157
2008-01-16,2169.275362960514,2197.2348303130766,2148.6054048028172,2176.49606959278,66612400
2008-01-17,2169.9833020401006,2188.7329040337504,2127.0352635295344,2145.5739581477783,45655924
2008-01-18,2141.6337739227424,2157.9158155247223,2101.9958221905167,2118.0989372201984,40499590
2008-01-21,2123.7023445192453,2160.040470829879,2109.18079913811,2145.370760202099,71401060
2008-01-22,2144.645098472769,2165.550820819615,2126.559926310164,2147.4420626664837,45748777
2008-01-23,2147.7838217785034,2177.38793375166,2137.4015324710676,2166.9131740255175,27480596
2008-01-24,2170.2017872738315,2196.218421615411,2144.3490617719867,2170.363766521101,99339588
2008-01-25,2173.3863143404196,2191.616559843059,2154.8219452367707,2173.0493644219277,29045895
2008-01-28,2174.261055932138,2211.893401826222,2162.0592671657073,2199.5496951273476,47692289
2008-01-29,2198.631742222746,2214.015125518244,2173.7304427125064,2189.0467618314956,58727305
2008-01-30,2187.677870134181,2215.9513608034645,2164.5828876295486,2192.80228067622,62779408
2008-01-31,2196.5646856775966,2205.6060987081755,2173.620159039128,2182.6041080901864,54425424
2008-02-01,2185.0205543554307,2196.881624282551,2160.6919789559906,2172.4850014363938,11484061
2008-02-04,2171.3670406519705,2191.5500714978875,2145.538796540933,2165.6688623625,35190148
2008-02-05,2170.3558562461567,2185.133018398274,2158.0827281368297,2172.845809869958,57984061
2008-02-06,2172.285067397178,2194.931175759619,2139.9413974799713,2162.485343556556,47345718
2008-02-07,2158.8019296172365,2204.9075789956596,2150.5886923947555,2196.550725164153,64576860
2008-02-08,2193.2164898860437,2215.4268899672497,2154.494246794893,2176.5357230572986,83326822
2008-02-11,2172.2751942696123,2179.3197930268716,2165.359718937382,2172.4039079324875,64416299
2008-02-12,2171.220338763228,2176.9218029775548,2156.8162715663684,2162.4948232214647,34726918
2008-02-13,2167.830667951834,2226.909001956437,2142.939126373955,2201.6293756675045,38197561
2008-02-14,2198.0843332659742,2228.9534099130974,2179.8107961822893,2210.576024501315,113040165
2008-02-15,2211.4093044983274,2253.84638893137,2198.1004484991763,2240.3632801191566,45716918
2008-02-18,2237.4208347263784,2248.2185076810797,2193.3782238833346,2204.0146805294657,47670793
2008-02-19,2202.867230632592,2230.216755200862,2183.770887786127,2211.0494815841466,64519080
2008-02-20,2204.3719299062855,2253.9033827637945,2187.640698825026,2236.925072618539,92817372
2008-02-21,2235.938417629997,2270.070463402878,2208.1770559744823,2242.23097351349,31861261
2008-02-22,2241.36230910882,2301.203624192526,2213.721470794059,2273.1705219124024,39015719
2008-02-25,2275.6268551678554,2295.766711869807,2242.4380086274623,2262.461347350977,22421989
2008-02-26,2263.4716762226603,2318.300052388004,2247.788748564053,2302.347763784751,43113538
2008-02-27,2296.82953292671,2388.2814044252136,2279.8067882670057,2370.7110932532933,66408143
2008-02-28,2375.8517348621726,2398.0060549345876,2343.698827940994,2365.7590357065646,41675055
2008-02-29,2366.754088341848,2375.0749932411077,2346.5036074854665,2354.782423057064,120533710
2008-03-03,2355.7167701912604,2411.438069447406,2342.0924333977523,2397.5716640075207,52991094
2008-03-04,2397.5276333069505,2455.570536978191,2389.729141445412,2447.6091438649323,47507620
2008-03-05,2445.074608140682,2452.9810199643207,2428.8825232836766,2436.7620555742014,41928043
2008-03-06,2437.823520528432,2448.692294431075,2415.0921682559215,2425.9078172775244,25332673
2008-03-07,2428.215284686576,2446.0688165957645,2401.3269611655696,2419.1135724392357,47791932
2008-03-10,2410.6616942860965,2435.606602468677,2357.3212001581446,2381.9692058381634,59812598
2008-03-11,2379.4025823904235,2396.9029906182,2338.589331429433,2355.917004194562,47133694
2008-03-12,2354.7157363890788,2368.502046270833,2314.6500292569453,2328.2815732965955,56124904
2008-03-13,2329.474447898312,2337.2165258850328,2299.7441076063815,2307.4128632568304,35754812
2008-03-14,2312.9197855867146,2331.4299790855816,2288.7947693219357,2307.2596651301824,26833781
2008-03-17,2303.6984522232747,2327.6680558597677,2291.6899958645354,2315.5975731217172,47414052
2008-03-18,2313.2914146337203,2381.8233419913545,2293.28296655373,2361.398796721585,55830843
2008-03-19,2358.978201857266,2387.9272931192645,2308.7480899679463,2337.4327784353673,45955681
2008-03-20,2333.685744711506,2374.440136389861,2325.253803897583,2365.891830376045,55355764
2008-03-21,2364.249018991239,2375.174814197032,2352.221747867115,2363.1424292406105,73725169
2008-03-24,2366.785460101823,2383.8995564923493,2346.402613450247,2363.492901529574,73584913
2008-03-25,2358.5114361042265,2413.693873217288,2329.770289907347,2384.63438910615,76761920
2008-03-26,2386.674750943823,2411.0620268767343,2331.58374113945,2355.6540444608504,82655884
2008-03-27,2347.635858718011,2394.11305992844,2320.679618439052,2366.935218763347,64107667
2008-03-28,2364.277917416529,2387.991040980064,2350.4772761533345,2374.1328748669207,59750999
2008-03-31,2372.568372107792,2420.169019285219,2343.100160109511,2390.4783583669505,132092670
2008-04-01,2398.4857899697554,2410.0047038822718,2390.0231450141064,2401.5313133208197,73982821
2008-04-02,2400.211420641147,2483.3935350389447,2392.93943034878,2475.8922523314855,32767576
2008-04-03,2464.9921690086608,2492.2451871858966,2435.5073001541023,2462.735367069815,19697654
2008-04-04,2452.8898982582737,2481.7669093353243,2419.574753819173,2448.398893879351,44320474
2008-04-07,2448.565529882492,2456.9049855471926,2423.112877556449,2431.3938489903867,68333082
2008-04-08,2434.378486357301,2443.2256854475236,2407.5499047719136,2416.3315162229715,80761313
2008-04-09,2418.145967866442,2424.9935323442533,2392.300303822538,2399.0939178180893,26756727
2008-04-10,2399.89795066136,2443.2769952049666,2391.390130930558,2434.645991043141,72004885
2008-04-11,2440.305372382378,2491.703472238579,2429.094125911212,2480.308443730311,88178750
2008-04-14,2477.631738408397,2507.8607439514108,2437.534898175217,2467.6420215181583,67788424
2008-04-15,2472.0586593052626,2494.748702409457,2422.010067069355,2444.4466707136985,61552210
2008-04-16,2436.4679240091828,2484.4133482886396,2411.4075594609976,2459.119995177114,46787576
2008-04-17,2454.669244555974,2479.8575729046597,2420.469954672496,2445.564859336986,39726639
2008-04-18,2436.726385467361,2484.856753161471,2417.5962862611127,2465.5007539416665,74054119
2008-04-21,2464.145491349629,2500.414098287621,2438.333838932929,2474.4940459026266,66933291
2008-04-22,2474.265099689263,2495.192620273731,2411.7075482397054,2432.2799553105333,42455415
2008-04-23,2432.8350088553607,2491.7078882608675,2419.1005337517395,2477.7200165976287,178230236
2008-04-24,2478.026675841914,2556.63819417477,2457.9271509761825,2536.0678911444675,23502893
2008-04-25,2531.363214705276,2551.196662838742,2502.6726037695685,2522.4361072496267,44520839
2008-04-28,2521.4763664995835,2548.5432315555927,2485.0944841730143,2512.0602718737173,33998771
2008-04-29,2504.536919302809,2553.2563979445686,2473.687856398384,2522.1898984908066,60588853
2008-04-30,2529.066543191624,2551.62624759993,2512.3483368333077,2534.8696800369366,18869392
2008-05-01,2533.330374984421,2583.5861038499015,2507.657841110205,2557.6669454392445,94316499
2008-05-02,2555.1661297057203,2632.5610057953254,2546.2291038922967,2623.3853743026675,82661022
2008-05-05,2631.722179939227,2658.745528839571,2596.305190943123,2623.2414571212157,57151190
2008-05-06,2616.7240319076727,2632.984797582138,2584.145475854315,2600.3042059533805,42813824
2008-05-07,2594.4504681398116,2601.958552575654,2551.1376506226925,2558.5418189601824,71534362
2008-05-08,2552.9323678722417,2568.588128059495,2520.6213633508,2536.1743556686115,58931526
2008-05-09,2535.8300883531115,2557.9082399708313,2514.0056505220105,2536.0816372027907,80481816
2008-05-12,2538.2709433027103,2602.9327625346436,2528.898373588355,2593.356788245469,47030512
2008-05-13,2597.193273038153,2627.685217898699,2551.9265776172865,2582.243001128906,45662888
2008-05-14,2595.5260349439814,2604.030857739807,2582.213606221492,2590.702624030375,85703332
2008-05-15,2579.0474029070206,2623.2829635785224,2548.6144702450347,2592.689058464265,68638528
2008-05-16,2595.8455826671066,2657.3263499992368,2570.9997706877234,2632.133215471908,45833554
2008-05-19,2629.2003317010635,2733.1455179454338,2613.958537262162,2717.3924629837293,60095928
2008-05-20,2714.2054227721896,2731.5967034561418,2689.265557376124,2706.6081585632405,54840561
2008-05-21,2703.2531979656765,2730.037283803558,2665.6998853779564,2692.3762009104125,63157073
2008-05-22,2687.4827012428273,2751.0128161212738,2664.599562700563,2727.78650235994,94325198
2008-05-23,2736.976550573383,2779.5824166171883,2711.751399933142,2754.1985407237926,41975570
2008-05-26,2758.838248861627,2837.5473909085954,2741.2047309480636,2819.525978500614,36224893
2008-05-27,2819.6567818288927,2865.9476984565495,2798.8529739518567,2844.9572205318073,57335442
2008-05-28,2852.6443845719873,2888.0133947315285,2801.091908750462,2836.2577463104717,38234801
2008-05-29,2827.677902321776,2871.5407137437246,2814.559657828838,2858.280496815962,31707840
2008-05-30,2850.67343976817,2919.369761012189,2831.635040843135,2900.0019187883004,82170677
2008-06-02,2887.369697583453,2949.056680396525,2871.725259050962,2933.1641170805833,43311574
2008-06-03,2929.0611218164754,2985.1126594766365,2899.327885221098,2955.1149474978574,19648315
2008-06-04,2956.0706229643647,3027.0831408411696,2926.095693623911,2996.6962623877057,76380762
2008-06-05,2997.3127342197945,3060.108652352395,2981.0539473411222,3043.5987888711916,40163043
2008-06-06,3044.5078625904507,3109.654009840181,3034.4186583446963,3099.382954852427,66748988
2008-06-09,3090.6361438713584,3137.124448925594,3082.556211074237,3128.94436591819,85948102
2008-06-10,3133.9704189319154,3155.2015182466316,3105.4770501819194,3126.658615646287,54973250
2008-06-11,3128.1570825351832,3155.2590284056205,3107.5006853093264,3134.5603480105647,18070545
2008-06-12,3139.15595377781,3222.640578041939,3100.280964171505,3183.2199049245046,18731150
2008-06-13,3171.169748446519,3193.995894119734,3134.3949878300705,3157.120003144975,35723863
2008-06-16,3159.0868311871895,3188.4153999115824,3143.0886351632194,3172.3500365791133,48598599
2008-06-17,3164.8140223745136,3200.931811751744,3124.628171633506,3160.6989991542414,91112389
2008-06-18,3158.1873607408816,3187.1832289198755,3134.7830464204208,3163.7377822048743,57840534
2008-06-19,3167.118963043474,3242.6780463440277,3140.224560471175,3215.3738748181454,185056220
2008-06-20,3215.9596748215818,3239.104914037029,3204.843108485735,3227.946911574483,23719788
2008-06-23,3222.449459878861,3253.4237219797815,3202.054048529378,3232.961776453905,53126131
2008-06-24,3233.0023382022287,3271.611617521331,3145.4089154846356,3183.426144157553,40016327
2008-06-25,3173.6750850310586,3239.117907715609,3147.031911815989,3212.151721069348,56223903
2008-06-26,3219.541387860197,3260.4440833943386,3200.401154582289,3241.1752364850167,120044226
2008-06-27,3239.844513524142,3359.7391954905047,3211.4742584157175,3330.5744481218003,123900642
2008-06-30,3338.02527584837,3376.760091322235,3286.8837697058966,3325.472926323877,51380215
2008-07-01,3321.9709925832976,3354.1261749647656,3304.564176831735,3336.6424819877743,76921079
2008-07-02,3333.148510216842,3375.178184939808,3307.9793485647388,3349.882660918065,55689855
2008-07-03,3344.7627887855433,3458.611521971745,3304.334953561974,3417.306853418984,29206055
